age_group,zone,vehicle_class,bonus_class,gender,vehicle_age_group,predicted_frequency,predicted_severity,base_pure_premium
35-44,6,3,1,Female,0-2,0.004707019044201924,41414.39597480251,194.93835055751492
35-44,6,4,1,Female,0-2,0.005276982246668394,33172.528960274496,175.0508464004617
35-44,6,5,1,Female,0-2,0.007922770993620902,38142.988460527275,302.1981625850823
35-44,6,6,1,Female,0-2,0.012479594271772011,49033.1002518951,611.9131970307728
35-44,6,7,1,Female,0-2,0.007908411968933092,40513.14891965091,320.394671815336
35-44,7,1,1,Female,0-2,0.0039331985563471885,867.8528819576804,3.4134377024376956
35-44,7,2,1,Female,0-2,0.00499392039909594,1171.9514363611604,5.852632184793786
35-44,7,3,1,Female,0-2,0.0029165008403955893,1302.547232360443,3.7988800978341812
35-44,7,4,1,Female,0-2,0.003269653896157204,1043.3276828156932,3.4113204230869987
35-44,7,5,1,Female,0-2,0.004909002501194451,1199.656372712631,5.889116134220169
35-44,7,6,1,Female,0-2,0.0077324410289464065,1542.1673435975467,11.92471804113496
35-44,7,7,1,Female,0-2,0.00490010555236633,1274.2016093052403,6.243722380590721
45-54,1,1,1,Female,0-2,0.020035051687759892,23152.65715124325,463.8646827341422
45-54,1,2,1,Female,0-2,0.025438190288915034,31265.425705298436,795.3358485553172
45-54,1,3,1,Female,0-2,0.014856164581476804,34749.472083463945,516.243876391374
45-54,1,4,1,Female,0-2,0.01665506682973893,27833.989652880715,463.5769578069902
45-54,1,5,1,Female,0-2,0.025005632804389687,32004.540486245747,800.2937874722845
45-54,1,6,1,Female,0-2,0.039387753622937526,41142.07893809667,1620.4940687491987
45-54,1,7,1,Female,0-2,0.024960313243965485,33993.26500507629,848.4825427118342
45-54,2,1,1,Female,0-2,0.011733276955517447,27199.203762501416,319.13579071498134
45-54,2,2,1,Female,0-2,0.01489755736888576,36729.895792289106,547.1857297188226
45-54,2,3,1,Female,0-2,0.008700326619956225,40822.87253956669,355.17232465907205
45-54,2,4,1,Female,0-2,0.0097538311790514,32698.724433510906,318.9378378947885
45-54,2,5,1,Female,0-2,0.014644235498584896,37598.19066658965,550.5967584422355
45-54,2,6,1,Female,0-2,0.023066944329170537,48332.75856590471,1114.8890511149643
45-54,2,7,1,Female,0-2,0.014617694665935866,39934.49803130395,583.750298859018
45-54,3,1,1,Female,0-2,0.00720555049010742,17507.130847804096,126.14851526076953
45-54,3,2,1,Female,0-2,0.009148774226308559,23641.688090455955,216.29246666838944
45-54,3,3,1,Female,0-2,0.005342978178917067,26276.187250699688,140.39309510562728
45-54,3,4,1,Female,0-2,0.005989948357912885,21046.970794159643,126.070268147517
45-54,3,5,1,Female,0-2,0.008993206132789469,24200.577685592372,217.6407836591173
45-54,3,6,1,Female,0-2,0.014165695793806075,31110.025713885105,440.6951604003811
45-54,3,7,1,Female,0-2,0.008976907079214998,25704.37313092565,230.74576912579028
45-54,4,1,1,Female,0-2,0.004607451987638288,17919.68186133124,82.5640738098364
45-54,4,2,1,Female,0-2,0.005850009385310811,24198.798359865606,141.56319751845766
45-54,4,3,1,Female,0-2,0.0034164656071950512,26895.37881190658,91.88713670336132
45-54,4,4,1,Female,0-2,0.0038301583626964486,21542.937221113938,82.51286115449415
45-54,4,5,1,Female,0-2,0.005750534331644655,24770.858043860542,142.4456696055162
45-54,4,6,1,Female,0-2,0.009057984304052556,31843.125429120773,288.43453032895275
45-54,4,7,1,Female,0-2,0.00574011221235045,26310.09004019142,151.0228691477427
45-54,5,1,1,Female,0-2,0.0037308886388746423,17417.39479992948,64.98236037785117
45-54,5,2,1,Female,0-2,0.004737050676062212,23520.508231073796,111.41783941733495
45-54,5,3,1,Female,0-2,0.0027664862820466667,26141.503777000344,72.32011159114258
45-54,5,4,1,Female,0-2,0.003101474385151362,20939.090639768878,64.94205326760581
45-54,5,5,1,Female,0-2,0.004656500656535097,24076.533133879882,112.1123923450007
45-54,5,6,1,Female,0-2,0.007334711424397709,30950.565504150458,227.01346639486198
45-54,5,7,1,Female,0-2,0.004648061335502112,25572.62059660601,118.86310904254937
45-54,6,1,1,Female,0-2,0.0051397377709141425,14430.830349771193,74.17068381437315
45-54,6,2,1,Female,0-2,0.006525844279778673,19487.44160202404,127.1720093060895
45-54,6,3,1,Female,0-2,0.003811160131769574,21659.01447530616,82.54597246170694
45-54,6,4,1,Female,0-2,0.00427264563106698,17348.660242931972,74.12467739182871
45-54,6,5,1,Female,0-2,0.006414877156960378,19948.124794591688,127.96477006902116
45-54,6,6,1,Female,0-2,0.010104427388672609,25643.465348886974,259.1125336117705
45-54,6,7,1,Female,0-2,0.006403250999957958,21187.677816786934,135.67001916712798
45-54,7,1,1,Female,0-2,0.003184616290590265,453.87208216664584,1.4454084267120235
45-54,7,2,1,Female,0-2,0.0040434572597936565,612.9103787954803,2.4782769207434647
45-54,7,3,1,Female,0-2,0.0023614205982191287,681.2097266281414,1.6086226801669148
45-54,7,4,1,Female,0-2,0.0026473601353002806,545.6423751379002,1.444511872070638
45-54,7,5,1,Female,0-2,0.003974701279858863,627.3995824491816,2.4937259233436784
45-54,7,6,1,Female,0-2,0.006260771561372862,806.5269100784706,5.049480742101216
45-54,7,7,1,Female,0-2,0.00396749763433508,666.3854548836556,2.6438827158062095
55-64,1,1,1,Female,0-2,0.022450950484770187,16972.13184753769,381.04049173005984
55-64,1,2,1,Female,0-2,0.028505619027052724,22919.223649939668,653.326657760997
55-64,1,3,1,Female,0-2,0.016647574491464895,25473.215362721796,424.067250288039
55-64,1,4,1,Female,0-2,0.018663394861289477,20403.79811033155,380.8041408031498
55-64,1,5,1,Female,0-2,0.02802090220085016,23461.034182992375,657.3993443724319
55-64,1,6,1,Female,0-2,0.04413727102262196,30159.336945983516,1331.15082864745
55-64,1,7,1,Female,0-2,0.02797011784436672,24918.87526453798,696.9838776982023
55-64,2,1,1,Female,0-2,0.013148117811612719,19938.46621533152,262.1533027820388
55-64,2,2,1,Female,0-2,0.01669395857047942,26924.9715080576,449.48435886685235
55-64,2,3,1,Female,0-2,0.009749443385030017,29925.34164051865,291.75542410191787
55-64,2,4,1,Female,0-2,0.01092998332375028,23969.9080199116,261.9906949294619
55-64,2,5,1,Female,0-2,0.01641009023535011,27561.477935501447,452.2863399411898
55-64,2,6,1,Female,0-2,0.025848439676626634,35430.488413365216,915.8228424662897
55-64,2,7,1,Female,0-2,0.016380349013370033,29274.11577103278,479.5202333873169
55-64,3,1,1,Female,0-2,0.008074421757930628,12833.6601315357,103.6243845999587
55-64,3,2,1,Female,0-2,0.010251966421263605,17330.617593844243,177.67290963185144
55-64,3,3,1,Female,0-2,0.0059872537593381545,19261.84591065465,115.32555934035932
55-64,3,4,1,Female,0-2,0.006712237936076361,15428.551503885199,103.56010870308621
55-64,3,5,1,Female,0-2,0.010077639365908865,17740.31345876845,178.7804812756478
55-64,3,6,1,Female,0-2,0.01587384648692247,22805.307172615092,362.0079451452039
55-64,3,7,1,Female,0-2,0.01005937491366527,18842.67568022745,189.5455390440107
55-64,4,1,1,Female,0-2,0.005163035166942908,13136.08201554144,67.82205340208674
55-64,4,2,1,Female,0-2,0.006555424617411543,17739.00911816352,116.28673706169697
55-64,4,3,1,Female,0-2,0.0038284353529727533,19715.74633111338,75.48046026427731
55-64,4,4,1,Female,0-2,0.004292012673082401,15792.121332403498,67.77998489353075
55-64,4,5,1,Female,0-2,0.006443954502977392,18158.35936025448,117.01164156619353
55-64,4,6,1,Female,0-2,0.010150228722711473,23342.708341867234,236.9338286774975
55-64,4,7,1,Female,0-2,0.0064322756469471125,19286.698462545097,124.05736083064114
55-64,5,1,1,Female,0-2,0.004180772647905837,12767.878825050833,53.37959856354863
55-64,5,2,1,Female,0-2,0.005308261332666964,17241.786297407514,91.52390750863542
55-64,5,3,1,Female,0-2,0.003100079176385204,19163.115745111347,59.40717607607912
55-64,5,4,1,Female,0-2,0.0034754613532320612,15349.469600149825,53.346488387931096
55-64,5,5,1,Female,0-2,0.005217998301249115,17649.382190150758,92.09444628630304
55-64,5,6,1,Female,0-2,0.008219157383548678,22688.414338830476,186.47964823401023
55-64,5,7,1,Female,0-2,0.0052085413364461545,18746.094049483607,97.63980575364265
55-64,6,1,1,Female,0-2,0.005759505889869677,10578.567883842798,60.927324033378795
55-64,6,2,1,Female,0-2,0.007312754121125658,14285.333475124813,104.4651312418733
55-64,6,3,1,Female,0-2,0.004270723566945577,15877.212147240913,67.80718409461636
55-64,6,4,1,Female,0-2,0.004787856652281976,12717.492730866343,60.88953217182609
55-64,6,5,1,Female,0-2,0.007188406182390219,14623.038812059882,105.11634260194337
55-64,6,6,1,Female,0-2,0.01132285568889435,18798.027029295128,212.84734728864407
55-64,6,7,1,Female,0-2,0.0071753781014420185,15531.697251878822,111.44580033935848
55-64,7,1,1,Female,0-2,0.0035686288095136253,332.7124299439267,1.1873271627811806
55-64,7,2,1,Female,0-2,0.0045310319205401515,449.2959789318425,2.0357744223105136
55-64,7,3,1,Female,0-2,0.0026461692113688654,499.36304159961566,1.321399105976413
55-64,7,4,1,Female,0-2,0.00296658836918761,399.98494652035146,1.1865906901974028
55-64,7,5,1,Female,0-2,0.004453985096548629,459.9173375590633,2.048464967132393
55-64,7,6,1,Female,0-2,0.007015717978242731,591.2272171189618,4.147883416367919
55-64,7,7,1,Female,0-2,0.004445912809464733,488.4960602009976,2.1718108914206704
65+,1,1,1,Female,0-2,0.013306844937300534,13344.157732757474,177.56863776868357
65+,1,2,1,Female,0-2,0.016895491907661972,18019.99526308837,304.45668414361666
65+,1,3,1,Female,0-2,0.009867140925296586,20028.04402029058,197.61953280625076
65+,1,4,1,Female,0-2,0.011061932615782206,16042.268748407358,177.45849589915093
65+,1,5,1,Female,0-2,0.01660819664819608,18445.988018699307,306.35459638482683
65+,1,6,1,Female,0-2,0.02616048803154494,23712.457158466605,620.3294516925878
65+,1,7,1,Female,0-2,0.01657809638329085,19592.200027667444,324.80138041938454
65+,2,1,1,Female,0-2,0.007792986985347253,15676.406506660529,122.1660318834185
65+,2,2,1,Female,0-2,0.009894633113096138,21169.471813032607,209.46415678798778
65+,2,3,1,Female,0-2,0.00577856743471023,23528.480844065052,135.96091319371777
65+,2,4,1,Female,0-2,0.006478282215939531,18846.084648098833,122.09025501586969
65+,2,5,1,Female,0-2,0.009726382244575546,21669.918206097653,210.76990768119256
65+,2,6,1,Female,0-2,0.015320561990520926,27856.84380628798,426.78250239449386
65+,2,7,1,Female,0-2,0.009708754401629514,23016.461446611906,223.46117137972936
65+,3,1,1,Female,0-2,0.004785769687748179,10090.328464462125,48.28998810464547
65+,3,2,1,Female,0-2,0.006076416566982736,13626.013329133504,82.79733313507441
65+,3,3,1,Female,0-2,0.0035486897282958414,15144.42100525727,53.74285126234426
65+,3,4,1,Female,0-2,0.003978393229196442,12130.534142986058,48.260034900992004
65+,3,5,1,Female,0-2,0.005973091627775581,13948.13233534428,83.31347247535079
65+,3,6,1,Female,0-2,0.009408546595979558,17930.429647204954,168.69928282166111
65+,3,7,1,Female,0-2,0.005962266151409442,14814.852880171771,88.33009586555883
65+,4,1,1,Female,0-2,0.003060169252920702,10328.104446776066,31.605747668977692
65+,4,2,1,Female,0-2,0.0038854488116764913,13947.106811448628,54.19076958686817
65+,4,3,1,Female,0-2,0.002269142040513896,15501.295372011878,35.17464101105565
65+,4,4,1,Female,0-2,0.002543907757864395,12416.387044801882,31.58614332791848
65+,4,5,1,Female,0-2,0.0038193796477484607,14276.81646878573,54.52858225552026
65+,4,6,1,Female,0-2,0.006016115878162038,18352.95558753397,110.4135075213658
65+,4,7,1,Female,0-2,0.0038124575031227613,15163.961059239075,57.81195711735739
65+,5,1,1,Female,0-2,0.0024779749695465867,10038.608613503711,24.87542087333696
65+,5,2,1,Female,0-2,0.0031462458789165435,13556.170669301147,42.65104610217806
65+,5,3,1,Female,0-2,0.001837439930282512,15066.795465117319,27.684331609006033
65+,5,4,1,Female,0-2,0.002059931731817416,12068.356839231195,24.859991204028077
65+,5,5,1,Female,0-2,0.0030927463104478145,13876.638594771513,42.91692281539734
65+,5,6,1,Female,0-2,0.004871555566983408,17838.52390278445,86.90136042537618
65+,5,7,1,Female,0-2,0.0030871410972388743,14738.916602613319,45.50111517270394
65+,6,1,1,Female,0-2,0.0034137018761835917,8317.28622525169,28.392735591897637
65+,6,2,1,Female,0-2,0.0043343236278764906,11231.691155213473,48.68178435505315
65+,6,3,1,Female,0-2,0.0025312895466929513,12483.288790852368,31.59881842463389
65+,6,4,1,Female,0-2,0.002837798163474559,9998.993084094955,28.375124210639477
65+,6,5,1,Female,0-2,0.004260621681932246,11497.208376251874,48.985255289551766
65+,6,6,1,Female,0-2,0.0067111405818545515,14779.74835435567,99.18896897051437
65+,6,7,1,Female,0-2,0.004252899841686511,12211.631387754958,51.934845195717095
65+,7,1,1,Female,0-2,0.0021151527744535624,261.5916011437831,0.5533062009330225
65+,7,2,1,Female,0-2,0.002685576239343971,353.254173690031,0.9486910153110354
65+,7,3,1,Female,0-2,0.0015684041260271289,392.61886796982157,0.6157850524799687
65+,7,4,1,Female,0-2,0.0017583189383611026,314.483900139539,0.5529629974250132
65+,7,5,1,Female,0-2,0.0026399100150804526,361.6051036810905,0.9546049347119162
65+,7,6,1,Female,0-2,0.004158268101995827,464.84609664868185,1.9329546960314832
65+,7,7,1,Female,0-2,0.0026351255106298434,384.07481969322635,1.0120853553641782
